,UTC time,carbon_intensity,hydro,biomass,wind,solar,unknown,coal,nuclear,nat_gas
0,2019-01-01 00:00:00,410.15,0,1023,5950,0,8009,8451,1941,15464
1,2019-01-01 01:00:00,407.87,0,1033,6151,0,7705,8512,1940,14881
2,2019-01-01 02:00:00,406.49,0,1030,6402,0,7947,8435,1940,14016
3,2019-01-01 03:00:00,404.2,0,1019,6502,0,8274,8020,1941,12933
4,2019-01-01 04:00:00,407.8,0,1028,6696,0,9042,8361,1940,13643
5,2019-01-01 05:00:00,407.1,0,1022,6693,0,8892,8420,1940,14387
6,2019-01-01 06:00:00,404.83,0,1004,6656,0,8908,8074,1940,14278
7,2019-01-01 07:00:00,405.84,0,1033,6416,0,8591,8235,1941,15599
8,2019-01-01 08:00:00,403.83,0,1026,5588,0,9214,7034,1940,18562
9,2019-01-01 09:00:00,396.67,0,988,5678,2,10801,5586,1940,20296
10,2019-01-01 10:00:00,397.95,0,979,5924,7,11750,5604,1941,21008
11,2019-01-01 11:00:00,396.33,0,1003,5952,11,11443,5645,1940,21570
12,2019-01-01 12:00:00,392.09,0,1014,6176,14,10775,5706,1940,21956
13,2019-01-01 13:00:00,392.02,0,949,6415,13,10792,5830,1940,21239
14,2019-01-01 14:00:00,396.09,0,988,6532,5,11184,6337,1940,21390
15,2019-01-01 15:00:00,402.11,0,1022,6678,0,11879,6943,1936,20678
16,2019-01-01 16:00:00,409.27,0,987,6741,0,13628,7258,1939,21583
17,2019-01-01 17:00:00,413.95,0,1010,6772,0,13652,7951,1940,21063
18,2019-01-01 18:00:00,417.86,0,945,6645,0,13450,8347,1940,20622
19,2019-01-01 19:00:00,423.2,0,891,6620,0,13568,8967,1940,20298
20,2019-01-01 20:00:00,429.98,0,911,6705,0,12696,10003,1940,17229
21,2019-01-01 21:00:00,429.7,0,934,6670,0,12382,9743,1940,15350
22,2019-01-01 22:00:00,431.8,0,920,6614,0,11823,9878,1940,13656
23,2019-01-01 23:00:00,422.38,0,959,6453,0,10670,8866,1942,12805
24,2019-01-02 00:00:00,423.32,0,933,6652,0,10543,9110,1944,11863
25,2019-01-02 01:00:00,427.27,0,922,6675,0,10573,9536,1944,11492
26,2019-01-02 02:00:00,427.93,0,930,6745,0,10616,9724,1944,11635
27,2019-01-02 03:00:00,430.23,0,911,6576,0,10483,9856,1944,11796
28,2019-01-02 04:00:00,432.09,0,922,6507,0,10093,10388,1941,12887
29,2019-01-02 05:00:00,440.3,0,920,6188,0,10768,11134,1940,14594
30,2019-01-02 06:00:00,437.69,0,891,6430,0,12820,10978,1936,18421
31,2019-01-02 07:00:00,442.91,0,880,5820,0,13875,11408,1939,22272
32,2019-01-02 08:00:00,444.76,0,866,5345,2,13429,11569,1940,23675
33,2019-01-02 09:00:00,443.06,0,899,5148,7,13869,11037,1940,24449
34,2019-01-02 10:00:00,450.36,0,888,4941,9,14901,11768,1940,24867
35,2019-01-02 11:00:00,453.18,0,860,4809,12,13608,12535,1941,24638
36,2019-01-02 12:00:00,456.22,0,859,4303,10,13137,12540,1940,24645
37,2019-01-02 13:00:00,458.51,0,860,3786,9,12455,12604,1940,25163
38,2019-01-02 14:00:00,460.74,0,849,3467,3,12423,12480,1940,25022
39,2019-01-02 15:00:00,463.39,0,859,3151,0,12463,12208,1940,24147
40,2019-01-02 16:00:00,472.5,0,876,2453,0,14288,12331,1939,24591
41,2019-01-02 17:00:00,474.63,0,912,2446,0,14750,12544,1940,24329
42,2019-01-02 18:00:00,475.36,0,919,2299,0,14895,12509,1940,24607
43,2019-01-02 19:00:00,470.8,0,934,2409,0,13216,12243,1941,24106
44,2019-01-02 20:00:00,468.56,0,982,2129,0,11967,11878,1941,24028
45,2019-01-02 21:00:00,464.24,0,997,2235,0,11501,11485,1940,24082
46,2019-01-02 22:00:00,457.37,0,956,2786,0,10795,11066,1940,23122
47,2019-01-02 23:00:00,469.94,0,961,2379,0,10370,11972,1941,20818
48,2019-01-03 00:00:00,472.36,0,978,2960,0,10427,12497,1940,18448
49,2019-01-03 01:00:00,472.85,0,977,3120,0,10193,12522,1933,17362
50,2019-01-03 02:00:00,476.92,0,981,2591,0,9863,12131,1940,16581
51,2019-01-03 03:00:00,479.2,0,959,2471,0,9989,12209,1940,16593
52,2019-01-03 04:00:00,480.29,0,948,2162,0,10157,12175,1940,17606
53,2019-01-03 05:00:00,474.65,0,897,2252,0,11533,12388,1939,21761
54,2019-01-03 06:00:00,461.51,0,849,2452,0,10033,11842,1938,24646
55,2019-01-03 07:00:00,450.77,0,863,2450,0,9785,10409,1939,25589
56,2019-01-03 08:00:00,458.79,0,904,2633,5,11160,11843,1940,26456
57,2019-01-03 09:00:00,461.85,0,903,2548,11,11144,12175,1940,26089
58,2019-01-03 10:00:00,462.04,0,888,2442,26,10605,12180,1940,25859
59,2019-01-03 11:00:00,464.96,0,891,2096,28,10504,12172,1940,25729
60,2019-01-03 12:00:00,466.02,0,895,2127,29,10940,12176,1940,25471
61,2019-01-03 13:00:00,470.41,0,871,1752,23,11207,12327,1940,25739
62,2019-01-03 14:00:00,471.93,0,881,1739,9,11685,12472,1941,25907
63,2019-01-03 15:00:00,473.88,0,878,1968,1,13965,12374,1940,25841
64,2019-01-03 16:00:00,477.55,0,874,1580,0,14182,12380,1940,25851
65,2019-01-03 17:00:00,478.67,0,889,1563,0,15374,12389,1940,26358
66,2019-01-03 18:00:00,477.19,0,901,1721,0,14911,12413,1938,26056
67,2019-01-03 19:00:00,475.05,0,898,1949,0,13970,12422,1939,25345
68,2019-01-03 20:00:00,475.2,0,901,1873,0,13000,12169,1940,23985
69,2019-01-03 21:00:00,478.64,0,915,1467,0,11658,12277,1940,23094
70,2019-01-03 22:00:00,483.98,0,930,1278,0,12392,12230,1940,21898
71,2019-01-03 23:00:00,483.79,0,935,1363,0,11565,12028,1941,20445
72,2019-01-04 00:00:00,488.3,0,923,1332,0,11475,12101,1940,18887
73,2019-01-04 01:00:00,482.11,0,921,2018,0,11429,12227,1940,18794
74,2019-01-04 02:00:00,476.42,0,918,2986,0,11631,12212,1940,17155
75,2019-01-04 03:00:00,469.14,0,969,3534,0,11837,12107,1940,17669
76,2019-01-04 04:00:00,464.93,0,962,4206,0,12103,11964,1940,16407
77,2019-01-04 05:00:00,458.27,0,973,4269,0,12776,11873,1940,20191
78,2019-01-04 06:00:00,455.57,0,919,3814,0,11891,12069,1940,24007
79,2019-01-04 07:00:00,452.06,0,853,4031,0,12377,11857,1940,25446
80,2019-01-04 08:00:00,451.9,0,892,4273,0,12472,12296,1940,25796
81,2019-01-04 09:00:00,448.02,0,905,4785,0,12902,12306,1940,26395
82,2019-01-04 10:00:00,448.44,0,873,4866,1,13416,12307,1940,26626
83,2019-01-04 11:00:00,448.65,0,802,4965,4,13455,12303,1940,26336
84,2019-01-04 12:00:00,448.98,0,806,4870,4,13350,12312,1940,26471
85,2019-01-04 13:00:00,450.58,0,859,4684,4,13365,12359,1940,26226
86,2019-01-04 14:00:00,448.94,0,865,4834,0,13375,12325,1940,26479
87,2019-01-04 15:00:00,449.94,0,854,4962,0,14149,12271,1940,26079
88,2019-01-04 16:00:00,451.75,0,860,5277,0,15749,12260,1937,25358
89,2019-01-04 17:00:00,450.83,0,908,5479,0,16103,11974,1938,24106
90,2019-01-04 18:00:00,454.89,0,944,5320,0,16255,11813,1940,21495
91,2019-01-04 19:00:00,460.15,0,952,5056,0,16554,11583,1940,19050
92,2019-01-04 20:00:00,458.72,0,955,5180,0,15907,11752,1941,19001
93,2019-01-04 21:00:00,454.35,0,935,5246,0,13376,11638,1940,17560
94,2019-01-04 22:00:00,454.83,0,934,5238,0,12890,11538,1940,16274
95,2019-01-04 23:00:00,452.26,0,938,5543,0,12326,11679,1942,15776
96,2019-01-05 00:00:00,449.99,0,897,6086,0,12226,11871,1940,14919
97,2019-01-05 01:00:00,452.49,0,914,6208,0,12252,12098,1940,13588
98,2019-01-05 02:00:00,451.33,0,1005,6461,0,13037,12134,1940,13679
99,2019-01-05 03:00:00,450.74,0,1001,6638,0,13352,12100,1940,13421
100,2019-01-05 04:00:00,448.27,0,986,6710,0,12733,12025,1940,13320
101,2019-01-05 05:00:00,446.85,0,1009,6817,0,13361,11798,1937,13585
102,2019-01-05 06:00:00,445.19,0,1012,6694,0,13845,11584,1936,15311
103,2019-01-05 07:00:00,442.66,0,999,6521,0,14297,11761,1936,19796
104,2019-01-05 08:00:00,443.04,0,984,6468,0,14400,12117,1936,21651
105,2019-01-05 09:00:00,444.75,0,962,6454,0,14619,12303,1936,21718
106,2019-01-05 10:00:00,444.09,0,931,6393,3,14801,12055,1936,22031
107,2019-01-05 11:00:00,443.91,0,924,6401,4,14549,12191,1939,22276
108,2019-01-05 12:00:00,443.66,0,901,6317,4,14407,12055,1940,22273
109,2019-01-05 13:00:00,444.62,0,902,6252,3,14470,12091,1940,22179
110,2019-01-05 14:00:00,444.28,0,933,6146,0,14047,12094,1940,22177
111,2019-01-05 15:00:00,445.63,0,961,6062,0,14548,11975,1940,21847
112,2019-01-05 16:00:00,451.38,0,974,5799,0,16138,12043,1939,21864
113,2019-01-05 17:00:00,454.05,0,981,5678,0,16754,12173,1940,21970
114,2019-01-05 18:00:00,454.38,0,995,5456,0,16081,12230,1940,22101
115,2019-01-05 19:00:00,452.92,0,998,5470,0,15334,12183,1940,21770
116,2019-01-05 20:00:00,451.67,0,1001,5413,0,14148,12241,1941,21371
117,2019-01-05 21:00:00,454.43,0,993,5105,0,13582,12116,1940,19983
118,2019-01-05 22:00:00,457.49,0,980,5179,0,12664,12157,1940,16693
119,2019-01-05 23:00:00,455.85,0,967,4998,0,11298,12097,1940,16563
120,2019-01-06 00:00:00,462.79,0,962,4578,0,11231,12214,1940,15399
121,2019-01-06 01:00:00,465.57,0,971,4336,0,10703,12144,1940,14364
122,2019-01-06 02:00:00,473.61,0,988,3614,0,10585,12238,1940,14280
123,2019-01-06 03:00:00,476.42,0,980,3236,0,10146,12154,1944,14208
124,2019-01-06 04:00:00,475.97,0,994,3223,0,9874,12165,1944,14162
125,2019-01-06 05:00:00,481.92,0,974,2698,0,9898,12224,1944,14423
126,2019-01-06 06:00:00,481.14,0,979,2545,0,10553,12239,1941,15963
127,2019-01-06 07:00:00,475.69,0,965,2508,0,10757,12155,1940,18440
128,2019-01-06 08:00:00,471.31,0,969,2427,0,10949,12161,1940,21034
129,2019-01-06 09:00:00,467.67,0,980,2331,0,10691,12228,1940,23206
130,2019-01-06 10:00:00,472.4,0,1012,1788,4,10845,12254,1940,23396
131,2019-01-06 11:00:00,473.85,0,1001,1678,4,11365,12294,1940,23852
132,2019-01-06 12:00:00,474.92,0,974,1541,4,10885,12234,1940,23440
133,2019-01-06 13:00:00,474.38,0,909,1769,2,11163,12262,1940,23316
134,2019-01-06 14:00:00,474.83,0,916,1686,0,10975,12252,1940,23241
135,2019-01-06 15:00:00,475.22,0,969,1596,0,11728,12065,1941,23423
136,2019-01-06 16:00:00,477.05,0,974,1799,0,13189,12178,1939,23258
137,2019-01-06 17:00:00,476.12,0,993,2103,0,14147,12246,1940,23346
138,2019-01-06 18:00:00,478.93,0,1007,1685,0,13511,12280,1940,23237
139,2019-01-06 19:00:00,482.19,0,1000,1149,0,13035,12203,1939,23430
140,2019-01-06 20:00:00,482.17,0,1025,1034,0,12255,12218,1940,23216
141,2019-01-06 21:00:00,482.6,0,1034,1206,0,11507,12138,1940,21431
142,2019-01-06 22:00:00,485.36,0,1019,1567,0,10818,12122,1938,18233
143,2019-01-06 23:00:00,484.31,0,1019,1343,0,9938,11442,1940,17253
144,2019-01-07 00:00:00,481.79,0,1029,1156,0,9744,11173,1940,18154
145,2019-01-07 01:00:00,478.75,0,1045,1350,0,9815,11144,1940,18425
146,2019-01-07 02:00:00,480.1,0,1031,1550,0,9659,11176,1941,17018
147,2019-01-07 03:00:00,480.07,0,1037,1804,0,9698,11637,1940,17105
148,2019-01-07 04:00:00,474.46,0,1032,1968,0,9896,11831,1940,19427
149,2019-01-07 05:00:00,465.02,0,1015,2241,0,10497,11767,1940,23248
150,2019-01-07 06:00:00,465.37,0,993,1767,0,10593,12027,1939,26401
151,2019-01-07 07:00:00,461.84,0,938,1948,0,10894,12046,1939,28267
152,2019-01-07 08:00:00,456.12,0,1003,2438,0,10760,12074,1940,28960
153,2019-01-07 09:00:00,448.14,0,968,3614,4,11083,12084,1940,28792
154,2019-01-07 10:00:00,439.28,0,972,4811,8,11371,12066,1940,29110
155,2019-01-07 11:00:00,439.1,0,994,5017,9,12088,12175,1940,29731
156,2019-01-07 12:00:00,436.14,0,975,5806,8,12744,12220,1940,29036
157,2019-01-07 13:00:00,433.21,0,938,6532,4,13713,11822,1940,27356
158,2019-01-07 14:00:00,435.82,0,932,6805,2,14716,12137,1940,26807
159,2019-01-07 15:00:00,436.67,0,922,6978,0,16006,11957,1940,26751
160,2019-01-07 16:00:00,441.24,0,910,7162,0,18017,12093,1940,25923
161,2019-01-07 17:00:00,447.74,0,905,7127,0,19695,12131,1940,23532
162,2019-01-07 18:00:00,450.14,0,916,7104,0,19153,12127,1939,20787
163,2019-01-07 19:00:00,447.27,0,922,7108,0,17069,12192,1937,19865
164,2019-01-07 20:00:00,451.0,0,903,7186,0,16781,12620,1941,17987
165,2019-01-07 21:00:00,450.73,0,934,7139,0,16227,12359,1940,16421
166,2019-01-07 22:00:00,448.93,0,914,7094,0,14335,12209,1939,14439
167,2019-01-07 23:00:00,443.95,0,913,6876,0,12410,11391,1940,12266
168,2019-01-08 00:00:00,443.53,0,940,6993,0,12166,11606,1941,12147
169,2019-01-08 01:00:00,440.85,0,959,6891,0,11866,10992,1944,11041
170,2019-01-08 02:00:00,442.74,0,969,6747,0,11830,11139,1944,11299
171,2019-01-08 03:00:00,446.03,0,929,6643,0,11961,11348,1944,11328
172,2019-01-08 04:00:00,447.68,0,912,6758,0,12280,11992,1944,12933
173,2019-01-08 05:00:00,444.97,0,914,6793,0,14084,11620,1940,15999
174,2019-01-08 06:00:00,440.54,0,883,6985,0,15381,11674,1940,20932
175,2019-01-08 07:00:00,444.53,0,885,6729,0,16666,12046,1940,23181
176,2019-01-08 08:00:00,446.39,0,902,6544,1,16954,11917,1940,22610
177,2019-01-08 09:00:00,445.09,0,921,6643,6,16107,11822,1942,21064
178,2019-01-08 10:00:00,453.68,0,911,6792,16,16775,13048,1940,19716
179,2019-01-08 11:00:00,461.1,0,905,6657,18,17797,13900,1936,19690
180,2019-01-08 12:00:00,465.38,0,891,6401,18,18179,14286,1937,19900
181,2019-01-08 13:00:00,464.9,0,892,6335,12,17827,14348,1939,20334
182,2019-01-08 14:00:00,463.16,0,905,6476,6,17193,14418,1896,20427
183,2019-01-08 15:00:00,463.09,0,897,6562,0,17892,14085,1936,19698
184,2019-01-08 16:00:00,463.7,0,896,6717,0,18876,14344,1937,20521
185,2019-01-08 17:00:00,466.54,0,898,6949,0,20222,14344,1936,19047
186,2019-01-08 18:00:00,469.6,0,904,6926,0,20257,14323,1936,17153
187,2019-01-08 19:00:00,465.67,0,921,6999,0,18419,13960,1937,16021
188,2019-01-08 20:00:00,461.67,0,933,7004,0,16240,13954,1937,15759
189,2019-01-08 21:00:00,459.01,0,944,6939,0,14487,13867,1937,15129
190,2019-01-08 22:00:00,460.65,0,950,6888,0,13220,13965,1937,13121
191,2019-01-08 23:00:00,461.31,0,958,6718,0,11664,14059,1941,11928
192,2019-01-09 00:00:00,460.08,0,980,6623,0,10956,13945,1940,11666
193,2019-01-09 01:00:00,457.94,0,974,6557,0,10569,13696,1942,11785
194,2019-01-09 02:00:00,450.71,0,977,6355,0,10356,12770,1944,13081
195,2019-01-09 03:00:00,449.32,0,948,6574,0,10194,12712,1944,12323
196,2019-01-09 04:00:00,451.68,0,941,6356,0,10825,12885,1944,13882
197,2019-01-09 05:00:00,457.17,0,935,6325,0,13441,13780,1940,17789
198,2019-01-09 06:00:00,459.76,0,917,5916,0,14628,14475,1941,22256
199,2019-01-09 07:00:00,461.12,0,911,5986,0,15217,14963,1940,23374
200,2019-01-09 08:00:00,459.23,0,887,5974,4,14726,14950,1940,24182
201,2019-01-09 09:00:00,461.24,0,908,5616,12,14416,14875,1939,23835
202,2019-01-09 10:00:00,459.64,0,877,6022,25,14921,14963,1940,23890
203,2019-01-09 11:00:00,459.14,0,819,6228,35,15508,14925,1940,24059
204,2019-01-09 12:00:00,458.2,0,822,6369,42,15517,14986,1940,24170
205,2019-01-09 13:00:00,457.46,0,844,6402,33,15706,14870,1940,24325
206,2019-01-09 14:00:00,458.53,0,896,6284,17,15632,14965,1940,24203
207,2019-01-09 15:00:00,458.64,0,897,6090,2,15748,14581,1941,24039
208,2019-01-09 16:00:00,460.86,0,912,6023,0,16658,14844,1940,24781
209,2019-01-09 17:00:00,463.49,0,941,5882,0,17589,14871,1940,24703
210,2019-01-09 18:00:00,462.53,0,934,5676,0,17026,14472,1940,24478
211,2019-01-09 19:00:00,461.53,0,951,5493,0,15621,14403,1942,24050
212,2019-01-09 20:00:00,462.13,0,933,5135,0,14218,14422,1941,23876
213,2019-01-09 21:00:00,467.01,0,917,4613,0,13469,14349,1940,22367
214,2019-01-09 22:00:00,469.24,0,904,4431,0,12131,14195,1940,20118
215,2019-01-09 23:00:00,473.97,0,891,3729,0,10751,14239,1940,19716
216,2019-01-10 00:00:00,480.05,0,886,2986,0,10422,13959,1940,19147
217,2019-01-10 01:00:00,488.37,0,859,2213,0,10168,14097,1941,19110
218,2019-01-10 02:00:00,492.4,0,846,1817,0,9808,14229,1940,19209
219,2019-01-10 03:00:00,494.58,0,955,1287,0,9427,14055,1940,19427
220,2019-01-10 04:00:00,496.58,0,961,953,0,9662,14396,1940,20824
221,2019-01-10 05:00:00,491.24,0,867,606,0,10498,14502,1944,25553
222,2019-01-10 06:00:00,491.92,0,831,428,0,10544,14486,1940,26128
223,2019-01-10 07:00:00,491.58,0,859,352,0,10618,14508,1940,26576
224,2019-01-10 08:00:00,492.64,0,869,426,2,10551,15106,1940,27015
225,2019-01-10 09:00:00,494.14,0,868,477,5,10737,15399,1940,26878
226,2019-01-10 10:00:00,495.02,0,853,392,10,11121,15365,1940,27029
227,2019-01-10 11:00:00,494.01,0,854,449,12,11047,15442,1940,27370
228,2019-01-10 12:00:00,493.88,0,828,485,9,11018,15449,1940,27398
229,2019-01-10 13:00:00,493.59,0,812,514,9,11071,15469,1940,27558
230,2019-01-10 14:00:00,486.42,0,867,521,5,11663,14341,1942,28640
231,2019-01-10 15:00:00,486.25,0,873,629,0,12572,14393,1943,29081
232,2019-01-10 16:00:00,491.48,0,890,840,0,13770,15484,1941,28839
233,2019-01-10 17:00:00,492.08,0,909,1072,0,14834,15478,1940,28237
234,2019-01-10 18:00:00,490.22,0,892,1344,0,14707,15463,1941,28038
235,2019-01-10 19:00:00,485.1,0,932,1657,0,14050,15238,1941,28278
236,2019-01-10 20:00:00,480.69,0,957,1833,0,13396,14639,1942,27801
237,2019-01-10 21:00:00,479.64,0,952,2031,0,12884,14567,1940,26919
238,2019-01-10 22:00:00,482.38,0,957,2316,0,11511,14381,1940,22635
239,2019-01-10 23:00:00,483.72,0,969,2183,0,10400,14383,1938,21641
240,2019-01-11 00:00:00,486.96,0,957,1964,0,10162,14352,1936,20930
241,2019-01-11 01:00:00,486.9,0,967,2120,0,9039,14421,1936,19579
242,2019-01-11 02:00:00,480.02,0,1001,2689,0,8784,14419,1936,19731
243,2019-01-11 03:00:00,478.48,0,982,3081,0,9009,14425,1939,18977
244,2019-01-11 04:00:00,479.04,0,973,3061,0,9577,14326,1940,19095
245,2019-01-11 05:00:00,468.84,0,964,3553,0,10784,14167,1940,22688
246,2019-01-11 06:00:00,463.08,0,945,3929,0,11998,14109,1939,25540
247,2019-01-11 07:00:00,462.08,0,938,3872,0,11360,14495,1938,26967
248,2019-01-11 08:00:00,458.21,0,937,4574,2,11610,14685,1936,26920
249,2019-01-11 09:00:00,461.33,0,903,4413,7,11939,14737,1936,26389
250,2019-01-11 10:00:00,458.67,0,926,4757,13,12495,14745,1940,27003
251,2019-01-11 11:00:00,457.87,0,904,4995,19,12532,14800,1939,26649
252,2019-01-11 12:00:00,459.2,0,927,5136,23,12937,14754,1939,25238
253,2019-01-11 13:00:00,458.24,0,905,5427,14,13261,14814,1940,25179
254,2019-01-11 14:00:00,455.93,0,891,6012,6,14041,14775,1940,24788
255,2019-01-11 15:00:00,453.53,0,890,6105,1,14820,14345,1940,25662
256,2019-01-11 16:00:00,454.28,0,914,6110,0,16040,14247,1941,26333
257,2019-01-11 17:00:00,459.5,0,955,5812,0,16934,14377,1940,25424
258,2019-01-11 18:00:00,460.87,0,955,5639,0,15956,14315,1940,23878
259,2019-01-11 19:00:00,466.38,0,960,5190,0,15074,14199,1941,21094
260,2019-01-11 20:00:00,468.64,0,941,4836,0,14337,13925,1940,19928
261,2019-01-11 21:00:00,472.61,0,946,4696,0,13529,14197,1940,18343
262,2019-01-11 22:00:00,472.51,0,994,4584,0,12476,13658,1940,16122
263,2019-01-11 23:00:00,474.41,0,990,4532,0,10514,13798,1940,13964
264,2019-01-12 00:00:00,475.92,0,964,4741,0,8767,13877,1940,11067
265,2019-01-12 01:00:00,474.35,0,979,4741,0,8272,14004,1940,11494
266,2019-01-12 02:00:00,481.58,0,996,4427,0,8189,14325,1944,10806
267,2019-01-12 03:00:00,475.06,0,993,5094,0,8556,14306,1944,10624
268,2019-01-12 04:00:00,471.5,0,1005,5278,0,8569,14143,1944,10719
269,2019-01-12 05:00:00,466.85,0,1048,5516,0,9116,14116,1942,11904
270,2019-01-12 06:00:00,455.12,0,1045,6174,0,10432,13940,1941,15648
271,2019-01-12 07:00:00,452.84,0,1042,6226,0,11882,14116,1940,19529
272,2019-01-12 08:00:00,456.1,0,1001,6241,0,12531,14572,1940,20101
273,2019-01-12 09:00:00,460.05,0,997,6142,1,13735,14726,1940,20199
274,2019-01-12 10:00:00,460.38,0,995,6341,5,14550,14801,1939,20247
275,2019-01-12 11:00:00,461.58,0,973,6298,6,14669,14813,1939,19986
276,2019-01-12 12:00:00,461.19,0,963,6394,6,14519,14814,1940,19611
277,2019-01-12 13:00:00,459.46,0,966,6362,8,14339,14570,1940,19825
278,2019-01-12 14:00:00,458.97,0,958,6423,3,14354,14632,1940,20125
279,2019-01-12 15:00:00,458.76,0,986,6320,0,14392,14422,1940,20003
280,2019-01-12 16:00:00,462.32,0,1012,6286,0,15843,14592,1940,20123
281,2019-01-12 17:00:00,464.48,0,1021,6337,0,16624,14545,1940,19229
282,2019-01-12 18:00:00,463.14,0,1020,6421,0,15922,14554,1940,18865
283,2019-01-12 19:00:00,459.44,0,993,6315,0,14404,14200,1940,18821
284,2019-01-12 20:00:00,458.97,0,978,6216,0,11999,13908,1940,15586
285,2019-01-12 21:00:00,461.86,0,1011,6144,0,11419,14090,1940,14064
286,2019-01-12 22:00:00,462.35,0,1017,5968,0,10539,14133,1939,13728
287,2019-01-12 23:00:00,464.95,0,1037,5656,0,8890,13889,1940,11191
288,2019-01-13 00:00:00,469.56,0,1002,5392,0,8217,14072,1940,10449
289,2019-01-13 01:00:00,471.7,0,954,5012,0,7788,13897,1941,10631
290,2019-01-13 02:00:00,461.21,0,960,5435,0,7865,12618,1940,9001
291,2019-01-13 03:00:00,442.43,0,1009,5627,0,8089,10527,1940,8576
292,2019-01-13 04:00:00,424.58,0,1012,6105,0,8746,8924,1940,8488
293,2019-01-13 05:00:00,428.54,0,999,6565,0,9844,9417,1942,8358
294,2019-01-13 06:00:00,439.7,0,1001,6614,0,10779,10572,1940,9229
295,2019-01-13 07:00:00,453.55,0,962,6691,0,11534,12327,1940,9903
296,2019-01-13 08:00:00,460.39,0,949,6665,3,11436,14027,1940,12316
297,2019-01-13 09:00:00,462.02,0,999,6676,4,11685,14422,1940,12754
298,2019-01-13 10:00:00,463.56,0,988,6731,4,12366,14360,1941,12344
299,2019-01-13 11:00:00,464.91,0,991,6736,4,13172,14267,1940,12266
300,2019-01-13 12:00:00,466.52,0,962,6722,7,13570,14324,1940,12255
301,2019-01-13 13:00:00,465.59,0,974,6709,4,13779,14235,1940,12722
302,2019-01-13 14:00:00,465.8,0,959,6731,4,14070,14185,1940,12757
303,2019-01-13 15:00:00,465.64,0,960,6751,0,14582,13798,1940,12153
304,2019-01-13 16:00:00,468.64,0,967,6762,0,16609,13957,1940,13197
305,2019-01-13 17:00:00,470.72,0,988,6767,0,17087,13945,1940,12435
306,2019-01-13 18:00:00,469.56,0,972,6774,0,16188,14069,1940,12503
307,2019-01-13 19:00:00,467.3,0,966,6779,0,15014,13889,1941,11880
308,2019-01-13 20:00:00,468.84,0,979,6673,0,14680,13932,1940,11308
309,2019-01-13 21:00:00,465.99,0,941,6628,0,13358,13840,1943,11385
310,2019-01-13 22:00:00,461.99,0,936,6547,0,11158,13739,1941,10885
311,2019-01-13 23:00:00,461.73,0,970,6585,0,10958,13623,1940,10032
312,2019-01-14 00:00:00,462.67,0,994,6311,0,10691,13289,1940,9439
313,2019-01-14 01:00:00,461.21,0,969,5970,0,10569,12657,1940,9750
314,2019-01-14 02:00:00,475.28,0,982,5006,0,10359,13179,1940,9664
315,2019-01-14 03:00:00,475.4,0,984,4665,0,9666,13163,1940,10448
316,2019-01-14 04:00:00,469.83,0,954,4734,0,10291,12851,1942,12285
317,2019-01-14 05:00:00,468.26,0,913,4914,0,12173,13282,1941,15641
318,2019-01-14 06:00:00,463.68,0,845,5196,0,13685,13914,1940,20772
319,2019-01-14 07:00:00,461.18,0,866,5243,0,14073,14326,1940,23806
320,2019-01-14 08:00:00,460.61,0,862,5276,3,14012,14581,1940,24786
321,2019-01-14 09:00:00,461.83,0,828,5214,23,14056,14573,1940,24382
322,2019-01-14 10:00:00,461.17,0,856,5495,52,14518,14537,1940,23573
323,2019-01-14 11:00:00,460.72,0,840,5752,38,14630,14469,1940,22637
324,2019-01-14 12:00:00,458.81,0,852,5957,37,14858,14365,1940,22767
325,2019-01-14 13:00:00,461.39,0,842,5470,29,14611,14435,1939,23524
326,2019-01-14 14:00:00,460.57,0,879,5186,10,14358,14239,1940,24459
327,2019-01-14 15:00:00,459.64,0,876,5251,6,14786,13989,1940,24507
328,2019-01-14 16:00:00,465.01,0,856,4803,0,16301,14229,1940,25860
329,2019-01-14 17:00:00,466.64,0,884,5001,0,16463,14413,1940,24426
330,2019-01-14 18:00:00,469.08,0,871,4552,0,15589,14522,1940,24446
331,2019-01-14 19:00:00,470.81,0,880,4074,0,13937,14110,1941,22681
332,2019-01-14 20:00:00,472.32,0,910,3726,0,13091,13815,1940,21621
333,2019-01-14 21:00:00,474.59,0,925,3403,0,12262,13778,1940,20928
334,2019-01-14 22:00:00,479.2,0,918,2957,0,11497,13658,1940,19690
335,2019-01-14 23:00:00,477.85,0,891,3516,0,10214,14020,1940,17759
336,2019-01-15 00:00:00,472.17,0,912,4197,0,9055,14314,1939,16865
337,2019-01-15 01:00:00,465.3,0,902,4995,0,9046,14319,1940,16426
338,2019-01-15 02:00:00,458.81,0,933,5736,0,9354,14191,1940,15888
339,2019-01-15 03:00:00,454.02,0,934,6009,0,9766,13776,1940,16229
340,2019-01-15 04:00:00,453.29,0,922,6067,0,9938,13941,1940,17262
341,2019-01-15 05:00:00,453.35,0,887,5840,0,10333,14127,1940,19914
342,2019-01-15 06:00:00,447.3,0,886,5905,0,10263,14348,1939,24482
343,2019-01-15 07:00:00,443.14,0,854,6443,0,11030,14519,1940,26817
344,2019-01-15 08:00:00,442.01,0,824,6508,2,10966,14345,1940,26674
345,2019-01-15 09:00:00,442.3,0,856,6597,13,11249,14396,1952,26287
346,2019-01-15 10:00:00,443.56,0,834,6673,12,11876,14504,1943,26563
