,Unnamed: 0,carbon_intensity,UTC time,nuclear,unknown,wind,hydro,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean
0,0,65.6,2019-01-01 00:00:00+00:00,8200,2041,5354,2295,11.68605879,270.9702709,265.59191,0.0,0.551904531
1,1,65.92,2019-01-01 01:00:00+00:00,8202,2009,5236,2076,10.77493924,270.9040741,265.675358,0.0,0.23835312
2,2,66.94,2019-01-01 02:00:00+00:00,8198,2009,5011,2039,10.77493924,270.9040741,265.675358,0.0,0.23835312
3,3,66.59,2019-01-01 03:00:00+00:00,8202,1992,4934,2073,10.77493924,270.9040741,265.675358,0.0,0.23835312
4,4,65.75,2019-01-01 04:00:00+00:00,8201,1993,4895,2339,10.28104557,270.6479694,265.3686545,0.0,0.45453228
5,5,66.42,2019-01-01 05:00:00+00:00,8199,2020,4895,2373,10.28104557,270.6479694,265.3686545,0.0,0.45453228
6,6,66.65,2019-01-01 06:00:00+00:00,8202,2067,4837,2725,10.28104557,270.6479694,265.3686545,0.0,0.45453228
7,7,66.51,2019-01-01 07:00:00+00:00,8203,2103,4901,2973,9.519557443,270.7109447,265.3724251,4.225083428,0.167755449
8,8,67.68,2019-01-01 08:00:00+00:00,8198,2152,5032,2901,9.519557443,270.7109447,265.3724251,4.225083428,0.167755449
9,9,68.98,2019-01-01 09:00:00+00:00,8201,2202,5074,2878,9.519557443,270.7109447,265.3724251,4.225083428,0.167755449
10,10,67.25,2019-01-01 10:00:00+00:00,8191,2177,5231,3014,8.719141151,271.0969414,265.5922894,27.49828747,0.329218094
11,11,66.33,2019-01-01 11:00:00+00:00,8200,2188,5465,3115,8.719141151,271.0969414,265.5922894,27.49828747,0.329218094
12,12,66.01,2019-01-01 12:00:00+00:00,8200,2206,5637,3172,8.719141151,271.0969414,265.5922894,27.49828747,0.329218094
13,13,64.73,2019-01-01 13:00:00+00:00,8204,2152,5753,3007,7.856421887,270.6234906,265.5997916,18.02605355,0.1128931
14,14,62.95,2019-01-01 14:00:00+00:00,8204,2157,5951,3391,7.856421887,270.6234906,265.5997916,18.02605355,0.1128931
15,15,61.83,2019-01-01 15:00:00+00:00,8194,2157,6057,3653,7.856421887,270.6234906,265.5997916,18.02605355,0.1128931
16,16,61.7,2019-01-01 16:00:00+00:00,8198,2183,6108,3856,7.218812842,270.3939024,265.5946315,8.881815026,0.262570103
17,17,61.27,2019-01-01 17:00:00+00:00,8201,2189,6171,3983,7.218812842,270.3939024,265.5946315,8.881815026,0.262570103
18,18,60.62,2019-01-01 18:00:00+00:00,8196,2160,6199,3932,7.218812842,270.3939024,265.5946315,8.881815026,0.262570103
19,19,60.67,2019-01-01 19:00:00+00:00,8204,2152,6229,3811,6.829653287,270.210373,265.7195705,0.0,0.087817624
20,20,63.07,2019-01-01 20:00:00+00:00,8202,2156,6249,3048,6.829653287,270.210373,265.7195705,0.0,0.087817624
21,21,63.97,2019-01-01 21:00:00+00:00,8208,2142,6243,2660,6.829653287,270.210373,265.7195705,0.0,0.087817624
22,22,64.6,2019-01-01 22:00:00+00:00,8195,2126,6228,2373,6.629995019,270.068252,265.921734,0.0,0.265004166
23,23,65.01,2019-01-01 23:00:00+00:00,8200,2098,6200,2057,6.629995019,270.068252,265.921734,0.0,0.265004166
24,24,65.63,2019-01-02 00:00:00+00:00,8188,2101,6198,1921,6.629995019,270.068252,265.921734,0.0,0.265004166
25,25,65.57,2019-01-02 01:00:00+00:00,8197,2082,6145,1834,6.076535037,270.5468217,266.7754884,0.0,0.335838936
26,26,65.49,2019-01-02 02:00:00+00:00,8197,2064,6069,1791,6.076535037,270.5468217,266.7754884,0.0,0.335838936
27,27,65.87,2019-01-02 03:00:00+00:00,8193,2079,5984,1892,6.076535037,270.5468217,266.7754884,0.0,0.335838936
28,28,65.41,2019-01-02 04:00:00+00:00,8197,2119,5926,2385,5.811684607,270.8741085,267.3836358,0.0,0.919934685
29,29,63.78,2019-01-02 05:00:00+00:00,8187,2147,5863,3158,5.811684607,270.8741085,267.3836358,0.0,0.919934685
30,30,61.12,2019-01-02 06:00:00+00:00,8184,2216,5747,4700,5.811684607,270.8741085,267.3836358,0.0,0.919934685
31,31,58.71,2019-01-02 07:00:00+00:00,8186,2300,5624,6416,5.827222739,271.7248019,268.3063203,5.263745541,0.838557136
32,32,57.57,2019-01-02 08:00:00+00:00,8180,2349,5556,7377,5.827222739,271.7248019,268.3063203,5.263745541,0.838557136
33,33,57.21,2019-01-02 09:00:00+00:00,8186,2373,5354,7939,5.827222739,271.7248019,268.3063203,5.263745541,0.838557136
34,34,57.41,2019-01-02 10:00:00+00:00,8188,2406,5265,8238,6.153702869,273.0668336,269.5020241,27.3224667,1.854593809
35,35,56.57,2019-01-02 11:00:00+00:00,8192,2367,5070,8432,6.153702869,273.0668336,269.5020241,27.3224667,1.854593809
36,36,56.5,2019-01-02 12:00:00+00:00,8191,2392,4937,8822,6.153702869,273.0668336,269.5020241,27.3224667,1.854593809
37,37,56.96,2019-01-02 13:00:00+00:00,8185,2401,4817,8836,6.278646494,273.7532359,270.4456046,17.69906546,0.879666556
38,38,56.99,2019-01-02 14:00:00+00:00,8189,2415,4704,9058,6.278646494,273.7532359,270.4456046,17.69906546,0.879666556
39,39,56.97,2019-01-02 15:00:00+00:00,8178,2433,4586,9359,6.278646494,273.7532359,270.4456046,17.69906546,0.879666556
40,40,56.36,2019-01-02 16:00:00+00:00,8173,2460,4415,10048,6.099750406,274.3834339,271.1905608,8.732054593,1.503929382
41,41,56.25,2019-01-02 17:00:00+00:00,8177,2463,4171,10365,6.099750406,274.3834339,271.1905608,8.732054593,1.503929382
42,42,57.06,2019-01-02 18:00:00+00:00,8174,2465,3911,10288,6.099750406,274.3834339,271.1905608,8.732054593,1.503929382
43,43,57.91,2019-01-02 19:00:00+00:00,8168,2436,3580,10005,5.645131479,274.6746183,271.6015003,0.0,0.460625986
44,44,58.01,2019-01-02 20:00:00+00:00,8177,2383,3359,9703,5.645131479,274.6746183,271.6015003,0.0,0.460625986
45,45,60.37,2019-01-02 21:00:00+00:00,8182,2363,3094,8867,5.645131479,274.6746183,271.6015003,0.0,0.460625986
46,46,62.79,2019-01-02 22:00:00+00:00,8187,2327,2892,7903,5.561608351,274.9274012,272.2133191,0.0,0.933361699
47,47,70.4,2019-01-02 23:00:00+00:00,8180,2384,2612,6296,5.561608351,274.9274012,272.2133191,0.0,0.933361699
48,48,75.67,2019-01-03 00:00:00+00:00,8178,2345,2268,5028,5.561608351,274.9274012,272.2133191,0.0,0.933361699
49,49,77.11,2019-01-03 01:00:00+00:00,8179,2331,2042,4831,5.598409039,275.2605148,273.023477,0.0,0.577369408
50,50,78.14,2019-01-03 02:00:00+00:00,8183,2321,1857,4719,5.598409039,275.2605148,273.023477,0.0,0.577369408
51,51,78.6,2019-01-03 03:00:00+00:00,8179,2316,1735,4713,5.598409039,275.2605148,273.023477,0.0,0.577369408
52,52,75.55,2019-01-03 04:00:00+00:00,8196,2266,1628,5156,5.177771529,275.3738539,273.3809111,0.0,1.17474323
53,53,69.76,2019-01-03 05:00:00+00:00,8185,2264,1599,6613,5.177771529,275.3738539,273.3809111,0.0,1.17474323
54,54,64.87,2019-01-03 06:00:00+00:00,8178,2369,1638,8815,5.177771529,275.3738539,273.3809111,0.0,1.17474323
55,55,60.32,2019-01-03 07:00:00+00:00,8182,2402,1706,10608,4.749792171,275.3180959,273.3371357,2.708488314,0.453013513
56,56,59.16,2019-01-03 08:00:00+00:00,8181,2443,1769,11353,4.749792171,275.3180959,273.3371357,2.708488314,0.453013513
57,57,59.21,2019-01-03 09:00:00+00:00,8175,2468,1922,11402,4.749792171,275.3180959,273.3371357,2.708488314,0.453013513
58,58,59.69,2019-01-03 10:00:00+00:00,8172,2501,2109,11310,4.596257531,275.5793307,273.4677166,18.27472463,0.805402561
59,59,59.11,2019-01-03 11:00:00+00:00,8177,2491,2287,11277,4.596257531,275.5793307,273.4677166,18.27472463,0.805402561
60,60,59.36,2019-01-03 12:00:00+00:00,8189,2486,2461,10944,4.596257531,275.5793307,273.4677166,18.27472463,0.805402561
61,61,60.79,2019-01-03 13:00:00+00:00,8185,2541,2570,10738,4.521387517,275.298316,273.3743704,13.44287444,0.245909967
62,62,60.41,2019-01-03 14:00:00+00:00,8177,2530,2717,10656,4.521387517,275.298316,273.3743704,13.44287444,0.245909967
63,63,59.99,2019-01-03 15:00:00+00:00,8182,2519,2884,10558,4.521387517,275.298316,273.3743704,13.44287444,0.245909967
64,64,61.13,2019-01-03 16:00:00+00:00,7769,2542,3032,10567,4.452487553,275.0758728,273.2437766,6.755830905,0.452315851
65,65,61.01,2019-01-03 17:00:00+00:00,7684,2517,3118,10401,4.452487553,275.0758728,273.2437766,6.755830905,0.452315851
66,66,59.92,2019-01-03 18:00:00+00:00,7758,2487,3215,10405,4.452487553,275.0758728,273.2437766,6.755830905,0.452315851
67,67,59.26,2019-01-03 19:00:00+00:00,7764,2459,3257,10380,4.337217649,274.9085607,273.1064801,0.0,0.15101039
68,68,60.7,2019-01-03 20:00:00+00:00,7755,2448,3259,9728,4.337217649,274.9085607,273.1064801,0.0,0.15101039
69,69,61.14,2019-01-03 21:00:00+00:00,7864,2448,3340,9370,4.337217649,274.9085607,273.1064801,0.0,0.15101039
70,70,61.43,2019-01-03 22:00:00+00:00,8108,2399,3383,8567,4.342953978,274.6610093,272.8867959,0.0,0.263474777
71,71,63.77,2019-01-03 23:00:00+00:00,8162,2348,3346,7317,4.342953978,274.6610093,272.8867959,0.0,0.263474777
72,72,67.21,2019-01-04 00:00:00+00:00,8162,2267,3513,5454,4.342953978,274.6610093,272.8867959,0.0,0.263474777
73,73,69.67,2019-01-04 01:00:00+00:00,7984,2254,3534,4832,4.420381158,274.0895009,272.4454867,0.0,0.054607199
74,74,70.1,2019-01-04 02:00:00+00:00,7927,2260,3565,4787,4.420381158,274.0895009,272.4454867,0.0,0.054607199
75,75,70.72,2019-01-04 03:00:00+00:00,7919,2258,3493,4690,4.420381158,274.0895009,272.4454867,0.0,0.054607199
76,76,69.58,2019-01-04 04:00:00+00:00,7907,2257,3455,5032,4.439413772,273.6041227,271.9301122,0.0,0.074619695
77,77,67.35,2019-01-04 05:00:00+00:00,7910,2256,3287,5809,4.439413772,273.6041227,271.9301122,0.0,0.074619695
78,78,61.49,2019-01-04 06:00:00+00:00,7902,2353,3228,8520,4.439413772,273.6041227,271.9301122,0.0,0.074619695
79,79,58.57,2019-01-04 07:00:00+00:00,7906,2380,3088,9993,4.171296835,273.2294073,271.5419171,4.982377148,0.003343923
80,80,57.94,2019-01-04 08:00:00+00:00,7713,2361,2951,10405,4.171296835,273.2294073,271.5419171,4.982377148,0.003343923
81,81,58.81,2019-01-04 09:00:00+00:00,7715,2407,2851,10561,4.171296835,273.2294073,271.5419171,4.982377148,0.003343923
82,82,58.99,2019-01-04 10:00:00+00:00,7719,2410,2744,10618,3.734386072,273.516256,271.5693715,28.38454176,0.023296544
83,83,57.86,2019-01-04 11:00:00+00:00,7719,2355,2719,10609,3.734386072,273.516256,271.5693715,28.38454176,0.023296544
84,84,58.07,2019-01-04 12:00:00+00:00,7741,2327,2666,10308,3.734386072,273.516256,271.5693715,28.38454176,0.023296544
85,85,57.61,2019-01-04 13:00:00+00:00,7801,2306,2706,10201,3.466633931,273.0698623,271.3108536,18.43884203,0.00681917
86,86,56.24,2019-01-04 14:00:00+00:00,7933,2249,2713,10100,3.466633931,273.0698623,271.3108536,18.43884203,0.00681917
87,87,56.51,2019-01-04 15:00:00+00:00,7950,2255,2691,10050,3.466633931,273.0698623,271.3108536,18.43884203,0.00681917
88,88,56.99,2019-01-04 16:00:00+00:00,7973,2290,2657,10184,3.253955629,273.0860083,271.3667685,9.343932826,0.033092997
89,89,58.34,2019-01-04 17:00:00+00:00,7974,2339,2657,10084,3.253955629,273.0860083,271.3667685,9.343932826,0.033092997
90,90,58.38,2019-01-04 18:00:00+00:00,7986,2315,2558,9942,3.253955629,273.0860083,271.3667685,9.343932826,0.033092997
91,91,59.68,2019-01-04 19:00:00+00:00,7984,2312,2467,9514,3.072155204,273.2259648,271.4890128,0.0,0.014398558
92,92,61.74,2019-01-04 20:00:00+00:00,7983,2317,2410,8870,3.072155204,273.2259648,271.4890128,0.0,0.014398558
93,93,62.22,2019-01-04 21:00:00+00:00,7992,2218,2230,8057,3.072155204,273.2259648,271.4890128,0.0,0.014398558
94,94,65.16,2019-01-04 22:00:00+00:00,8003,2170,2160,6815,3.022103054,273.4794935,271.7445662,0.0,0.080764265
95,95,69.24,2019-01-04 23:00:00+00:00,8010,2195,2075,5949,3.022103054,273.4794935,271.7445662,0.0,0.080764265
96,96,76.27,2019-01-05 00:00:00+00:00,8017,2215,1979,4488,3.022103054,273.4794935,271.7445662,0.0,0.080764265
97,97,75.4,2019-01-05 01:00:00+00:00,8026,2148,1924,4283,3.317059859,273.9741823,272.1987491,0.0,0.185717432
98,98,75.34,2019-01-05 02:00:00+00:00,8026,2133,1844,4277,3.317059859,273.9741823,272.1987491,0.0,0.185717432
99,99,75.69,2019-01-05 03:00:00+00:00,8038,2138,1819,4247,3.317059859,273.9741823,272.1987491,0.0,0.185717432
100,100,76.2,2019-01-05 04:00:00+00:00,8047,2152,1744,4296,3.376502736,274.4364038,272.6567622,0.0,0.410318105
101,101,76.7,2019-01-05 05:00:00+00:00,8053,2166,1633,4385,3.376502736,274.4364038,272.6567622,0.0,0.410318105
102,102,73.5,2019-01-05 06:00:00+00:00,8066,2179,1518,5284,3.376502736,274.4364038,272.6567622,0.0,0.410318105
103,103,68.22,2019-01-05 07:00:00+00:00,8066,2200,1384,6892,3.636087697,275.0412859,273.2912166,4.654089006,0.238589314
104,104,66.09,2019-01-05 08:00:00+00:00,8083,2213,1260,7699,3.636087697,275.0412859,273.2912166,4.654089006,0.238589314
105,105,64.91,2019-01-05 09:00:00+00:00,8093,2227,1149,8258,3.636087697,275.0412859,273.2912166,4.654089006,0.238589314
106,106,65.0,2019-01-05 10:00:00+00:00,8091,2304,1082,8904,3.824491416,275.7006935,273.8641996,24.01677875,0.641849635
107,107,65.2,2019-01-05 11:00:00+00:00,8101,2342,929,9283,3.824491416,275.7006935,273.8641996,24.01677875,0.641849635
108,108,64.82,2019-01-05 12:00:00+00:00,8111,2340,822,9484,3.824491416,275.7006935,273.8641996,24.01677875,0.641849635
109,109,63.73,2019-01-05 13:00:00+00:00,8117,2333,832,9768,4.031808638,275.5793465,273.7838778,15.66382331,0.363628892
110,110,63.31,2019-01-05 14:00:00+00:00,8129,2337,903,9855,4.031808638,275.5793465,273.7838778,15.66382331,0.363628892
111,111,61.71,2019-01-05 15:00:00+00:00,8134,2337,914,10391,4.031808638,275.5793465,273.7838778,15.66382331,0.363628892
112,112,61.82,2019-01-05 16:00:00+00:00,8131,2403,946,10870,4.741330049,275.4983603,273.5296968,7.552323233,0.575903511
113,113,61.55,2019-01-05 17:00:00+00:00,8105,2408,943,11041,4.741330049,275.4983603,273.5296968,7.552323233,0.575903511
114,114,62.38,2019-01-05 18:00:00+00:00,8141,2459,932,11136,4.741330049,275.4983603,273.5296968,7.552323233,0.575903511
115,115,63.78,2019-01-05 19:00:00+00:00,8162,2466,908,10696,5.299551721,274.9847913,272.9281298,0.0,0.168195321
116,116,65.51,2019-01-05 20:00:00+00:00,8179,2451,890,9992,5.299551721,274.9847913,272.9281298,0.0,0.168195321
117,117,68.09,2019-01-05 21:00:00+00:00,8190,2448,859,9176,5.299551721,274.9847913,272.9281298,0.0,0.168195321
118,118,70.47,2019-01-05 22:00:00+00:00,8193,2428,853,8337,5.530624436,274.3358704,272.2082073,0.0,0.400205393
119,119,74.61,2019-01-05 23:00:00+00:00,8196,2418,880,7141,5.530624436,274.3358704,272.2082073,0.0,0.400205393
120,120,80.87,2019-01-06 00:00:00+00:00,8194,2356,1033,5168,5.530624436,274.3358704,272.2082073,0.0,0.400205393
121,121,81.75,2019-01-06 01:00:00+00:00,8195,2339,1071,4847,5.74262937,273.7135882,271.5604399,0.0,0.205174006
122,122,79.83,2019-01-06 02:00:00+00:00,8198,2275,1094,4820,5.74262937,273.7135882,271.5604399,0.0,0.205174006
123,123,79.08,2019-01-06 03:00:00+00:00,8196,2246,1127,4761,5.74262937,273.7135882,271.5604399,0.0,0.205174006
124,124,78.54,2019-01-06 04:00:00+00:00,8197,2235,1153,4778,5.442058227,273.6034212,271.4733022,0.0,0.421546547
125,125,77.59,2019-01-06 05:00:00+00:00,8203,2238,1218,4927,5.442058227,273.6034212,271.4733022,0.0,0.421546547
126,126,74.52,2019-01-06 06:00:00+00:00,8197,2247,1284,5611,5.442058227,273.6034212,271.4733022,0.0,0.421546547
127,127,67.76,2019-01-06 07:00:00+00:00,8193,2262,1402,7337,4.98847658,273.671147,271.5027969,3.1246269,0.164864829
128,128,64.67,2019-01-06 08:00:00+00:00,8194,2275,1530,8228,4.98847658,273.671147,271.5027969,3.1246269,0.164864829
129,129,62.22,2019-01-06 09:00:00+00:00,8194,2277,1680,8891,4.98847658,273.671147,271.5027969,3.1246269,0.164864829
130,130,59.76,2019-01-06 10:00:00+00:00,8189,2279,1825,9634,4.681117878,273.8473273,271.5660107,20.25531284,0.292976138
131,131,58.06,2019-01-06 11:00:00+00:00,8197,2245,1979,9811,4.681117878,273.8473273,271.5660107,20.25531284,0.292976138
132,132,57.93,2019-01-06 12:00:00+00:00,8196,2239,2035,9755,4.681117878,273.8473273,271.5660107,20.25531284,0.292976138
133,133,57.89,2019-01-06 13:00:00+00:00,8199,2245,2139,9715,4.68468105,273.4492715,271.4300271,11.81749484,0.121677256
134,134,58.07,2019-01-06 14:00:00+00:00,8197,2225,2167,9442,4.68468105,273.4492715,271.4300271,11.81749484,0.121677256
135,135,57.92,2019-01-06 15:00:00+00:00,8200,2230,2236,9471,4.68468105,273.4492715,271.4300271,11.81749484,0.121677256
136,136,56.52,2019-01-06 16:00:00+00:00,8180,2244,2334,10072,5.281671214,273.3605979,271.5208337,5.764401413,0.486420564
137,137,56.37,2019-01-06 17:00:00+00:00,8191,2266,2450,10208,5.281671214,273.3605979,271.5208337,5.764401413,0.486420564
138,138,56.25,2019-01-06 18:00:00+00:00,8195,2271,2540,10210,5.281671214,273.3605979,271.5208337,5.764401413,0.486420564
139,139,56.44,2019-01-06 19:00:00+00:00,8198,2272,2657,10021,5.741931472,273.4882183,271.7437678,0.0,0.851565953
140,140,57.3,2019-01-06 20:00:00+00:00,8189,2266,2794,9492,5.741931472,273.4882183,271.7437678,0.0,0.851565953
141,141,58.07,2019-01-06 21:00:00+00:00,8193,2263,2896,9054,5.741931472,273.4882183,271.7437678,0.0,0.851565953
142,142,59.57,2019-01-06 22:00:00+00:00,8205,2239,2999,8169,5.926429828,273.4937407,271.7536053,0.0,1.758282478
143,143,63.14,2019-01-06 23:00:00+00:00,8204,2220,3013,6780,5.926429828,273.4937407,271.7536053,0.0,1.758282478
144,144,72.95,2019-01-07 00:00:00+00:00,8210,2313,2933,4775,5.926429828,273.4937407,271.7536053,0.0,1.758282478
145,145,72.81,2019-01-07 01:00:00+00:00,8209,2273,2861,4608,5.62190306,273.4667507,271.7896672,0.0,0.876769353
146,146,73.5,2019-01-07 02:00:00+00:00,8200,2273,2755,4555,5.62190306,273.4667507,271.7896672,0.0,0.876769353
147,147,74.13,2019-01-07 03:00:00+00:00,8212,2272,2536,4603,5.62190306,273.4667507,271.7896672,0.0,0.876769353
148,148,72.08,2019-01-07 04:00:00+00:00,8212,2262,2351,5219,5.601515667,273.3007002,271.5962446,0.0,1.759037426
149,149,68.3,2019-01-07 05:00:00+00:00,8199,2278,2264,6437,5.601515667,273.3007002,271.5962446,0.0,1.759037426
150,150,61.69,2019-01-07 06:00:00+00:00,8202,2328,2089,9080,5.601515667,273.3007002,271.5962446,0.0,1.759037426
151,151,59.77,2019-01-07 07:00:00+00:00,8197,2394,1962,10477,5.71226156,273.3199357,271.4482694,2.166057601,0.685579958
152,152,58.91,2019-01-07 08:00:00+00:00,8201,2411,1988,10933,5.71226156,273.3199357,271.4482694,2.166057601,0.685579958
153,153,59.2,2019-01-07 09:00:00+00:00,8202,2431,1999,10979,5.71226156,273.3199357,271.4482694,2.166057601,0.685579958
154,154,59.29,2019-01-07 10:00:00+00:00,8202,2434,1901,11068,6.033088292,273.4723016,271.2475318,14.82241834,1.300278027
155,155,58.87,2019-01-07 11:00:00+00:00,8204,2410,1849,11078,6.033088292,273.4723016,271.2475318,14.82241834,1.300278027
156,156,59.82,2019-01-07 12:00:00+00:00,8205,2454,1823,11108,6.033088292,273.4723016,271.2475318,14.82241834,1.300278027
157,157,58.98,2019-01-07 13:00:00+00:00,8203,2436,1873,11237,6.52563951,273.2225887,270.7774278,9.421215315,0.650527606
158,158,57.81,2019-01-07 14:00:00+00:00,8203,2393,1987,11218,6.52563951,273.2225887,270.7774278,9.421215315,0.650527606
159,159,58.06,2019-01-07 15:00:00+00:00,8206,2403,2058,11133,6.52563951,273.2225887,270.7774278,9.421215315,0.650527606
160,160,58.1,2019-01-07 16:00:00+00:00,8198,2423,2279,11079,6.880266409,273.0105458,270.2270514,4.112127661,1.288227371
161,161,58.73,2019-01-07 17:00:00+00:00,8194,2437,2373,10855,6.880266409,273.0105458,270.2270514,4.112127661,1.288227371
162,162,60.02,2019-01-07 18:00:00+00:00,8193,2408,2490,9978,6.880266409,273.0105458,270.2270514,4.112127661,1.288227371
163,163,61.69,2019-01-07 19:00:00+00:00,8198,2430,2635,9385,7.025356144,272.7955843,269.7788139,0.0,0.520894156
164,164,63.28,2019-01-07 20:00:00+00:00,8200,2442,2794,8752,7.025356144,272.7955843,269.7788139,0.0,0.520894156
165,165,64.67,2019-01-07 21:00:00+00:00,8195,2406,2876,7917,7.025356144,272.7955843,269.7788139,0.0,0.520894156
166,166,68.19,2019-01-07 22:00:00+00:00,8149,2391,2883,6738,7.15584407,272.6291653,269.4709943,0.0,0.988102674
167,167,71.82,2019-01-07 23:00:00+00:00,8146,2351,2720,5605,7.15584407,272.6291653,269.4709943,0.0,0.988102674
168,168,74.4,2019-01-08 00:00:00+00:00,8150,2292,2483,4789,7.15584407,272.6291653,269.4709943,0.0,0.988102674
169,169,75.68,2019-01-08 01:00:00+00:00,8155,2275,2216,4640,6.803039111,272.2433665,269.3140047,0.0,0.272388681
170,170,76.28,2019-01-08 02:00:00+00:00,8163,2274,2061,4643,6.803039111,272.2433665,269.3140047,0.0,0.272388681
171,171,76.02,2019-01-08 03:00:00+00:00,8172,2275,2028,4733,6.803039111,272.2433665,269.3140047,0.0,0.272388681
172,172,73.98,2019-01-08 04:00:00+00:00,8193,2274,2033,5175,6.591190085,271.8829349,268.930083,0.0,0.518179731
173,173,72.03,2019-01-08 05:00:00+00:00,8186,2275,2057,5642,6.591190085,271.8829349,268.930083,0.0,0.518179731
174,174,64.85,2019-01-08 06:00:00+00:00,8196,2303,2223,7699,6.591190085,271.8829349,268.930083,0.0,0.518179731
175,175,58.58,2019-01-08 07:00:00+00:00,8200,2338,2406,10004,6.310067792,271.5574875,268.4983332,4.296775388,0.158277854
176,176,58.19,2019-01-08 08:00:00+00:00,8193,2371,2574,10290,6.310067792,271.5574875,268.4983332,4.296775388,0.158277854
177,177,57.26,2019-01-08 09:00:00+00:00,8185,2349,2809,10246,6.310067792,271.5574875,268.4983332,4.296775388,0.158277854
178,178,56.73,2019-01-08 10:00:00+00:00,8194,2343,2982,10228,5.881148489,271.7291345,268.3900832,28.3521056,0.301619955
179,179,57.14,2019-01-08 11:00:00+00:00,8185,2373,3201,10119,5.881148489,271.7291345,268.3900832,28.3521056,0.301619955
180,180,57.94,2019-01-08 12:00:00+00:00,8182,2418,3527,9869,5.881148489,271.7291345,268.3900832,28.3521056,0.301619955
181,181,57.85,2019-01-08 13:00:00+00:00,8188,2417,3789,9631,5.497052851,270.9308634,267.9389472,20.37456306,0.049828736
182,182,57.76,2019-01-08 14:00:00+00:00,8202,2451,4122,9625,5.497052851,270.9308634,267.9389472,20.37456306,0.049828736
183,183,57.04,2019-01-08 15:00:00+00:00,8203,2439,4371,9574,5.497052851,270.9308634,267.9389472,20.37456306,0.049828736
184,184,55.33,2019-01-08 16:00:00+00:00,8208,2419,4612,9898,5.404170795,270.370798,267.6428731,10.11065988,0.130875055
185,185,55.4,2019-01-08 17:00:00+00:00,8204,2427,4763,9794,5.404170795,270.370798,267.6428731,10.11065988,0.130875055
186,186,56.52,2019-01-08 18:00:00+00:00,8199,2450,4966,9309,5.404170795,270.370798,267.6428731,10.11065988,0.130875055
187,187,57.61,2019-01-08 19:00:00+00:00,8199,2465,5124,8817,5.177281024,269.9291051,267.4169937,0.0,0.101488135
188,188,58.66,2019-01-08 20:00:00+00:00,8194,2468,5296,8233,5.177281024,269.9291051,267.4169937,0.0,0.101488135
189,189,60.39,2019-01-08 21:00:00+00:00,8192,2455,5383,7345,5.177281024,269.9291051,267.4169937,0.0,0.101488135
190,190,62.78,2019-01-08 22:00:00+00:00,8197,2452,5443,6366,5.078055587,269.8673585,267.4464918,0.0,0.428030782
191,191,65.23,2019-01-08 23:00:00+00:00,8199,2433,5485,5331,5.078055587,269.8673585,267.4464918,0.0,0.428030782
192,192,68.55,2019-01-09 00:00:00+00:00,8201,2443,5446,4403,5.078055587,269.8673585,267.4464918,0.0,0.428030782
193,193,69.17,2019-01-09 01:00:00+00:00,8204,2446,5497,4187,4.863759938,270.6090233,268.3638177,0.0,0.480400152
194,194,69.71,2019-01-09 02:00:00+00:00,8202,2464,5502,4155,4.863759938,270.6090233,268.3638177,0.0,0.480400152
195,195,69.47,2019-01-09 03:00:00+00:00,8201,2453,5468,4180,4.863759938,270.6090233,268.3638177,0.0,0.480400152
196,196,66.86,2019-01-09 04:00:00+00:00,8199,2429,5436,4824,5.0990563,271.264686,269.0141846,0.0,1.041875994
197,197,65.12,2019-01-09 05:00:00+00:00,8199,2446,5384,5569,5.0990563,271.264686,269.0141846,0.0,1.041875994
198,198,60.52,2019-01-09 06:00:00+00:00,8195,2462,5291,7445,5.0990563,271.264686,269.0141846,0.0,1.041875994
199,199,57.09,2019-01-09 07:00:00+00:00,8194,2487,5174,9195,5.324870718,272.2748963,269.8285994,5.465238971,0.610435569
200,200,57.17,2019-01-09 08:00:00+00:00,8190,2563,5036,9988,5.324870718,272.2748963,269.8285994,5.465238971,0.610435569
201,201,57.58,2019-01-09 09:00:00+00:00,8191,2571,4873,10039,5.324870718,272.2748963,269.8285994,5.465238971,0.610435569
202,202,57.07,2019-01-09 10:00:00+00:00,8189,2535,4613,10204,6.12250163,273.6860226,270.7942735,27.47262498,1.213530739
203,203,58.15,2019-01-09 11:00:00+00:00,8185,2555,4421,10104,6.12250163,273.6860226,270.7942735,27.47262498,1.213530739
204,204,59.81,2019-01-09 12:00:00+00:00,8187,2567,4176,9749,6.12250163,273.6860226,270.7942735,27.47262498,1.213530739
205,205,59.97,2019-01-09 13:00:00+00:00,8189,2550,3920,9789,7.79298949,273.8081859,271.0567778,19.92639042,0.405535426
206,206,59.3,2019-01-09 14:00:00+00:00,8176,2538,3759,10136,7.79298949,273.8081859,271.0567778,19.92639042,0.405535426
207,207,58.38,2019-01-09 15:00:00+00:00,8182,2528,3645,10544,7.79298949,273.8081859,271.0567778,19.92639042,0.405535426
208,208,58.98,2019-01-09 16:00:00+00:00,8183,2598,3470,11076,8.663426787,273.5902857,270.796564,9.71707191,0.789082595
209,209,59.52,2019-01-09 17:00:00+00:00,8190,2619,3300,11191,8.663426787,273.5902857,270.796564,9.71707191,0.789082595
